1,0,0,-0.265625,0.152083333,-0.2046875,-0.047916667,-0.140625,-0.1,-0.071875,-0.079166667,0,0.002083333,-0.2671875,0.152083333,-0.203125,-0.047916667,-0.1390625,-0.1,-0.071875,-0.08125,0,0.002083333,-0.265625,0.152083333,-0.203125,-0.047916667,-0.1375,-0.1,-0.071875,-0.079166667,0,0
1,0,0,-0.265625,0.15,-0.2015625,-0.05,-0.1375,-0.102083333,-0.071875,-0.08125,0,0,-0.265625,0.15,-0.2015625,-0.05,-0.1359375,-0.1,-0.071875,-0.08125,0,0,-0.265625,0.15,-0.2015625,-0.047916667,-0.1359375,-0.1,-0.0703125,-0.08125,0,0
1,0,0,-0.265625,0.15,-0.2015625,-0.05,-0.1359375,-0.1,-0.071875,-0.08125,0,0,-0.265625,0.15,-0.2015625,-0.047916667,-0.1359375,-0.1,-0.0703125,-0.08125,0,0,-0.265625,0.15,-0.2015625,-0.047916667,-0.1375,-0.1,-0.071875,-0.08125,0,0
1,0,0,-0.265625,0.15,-0.2015625,-0.047916667,-0.1359375,-0.1,-0.0703125,-0.08125,0,0,-0.265625,0.15,-0.2015625,-0.047916667,-0.1375,-0.1,-0.071875,-0.08125,0,0,-0.265625,0.15,-0.2015625,-0.047916667,-0.1375,-0.1,-0.0703125,-0.08125,0,0
1,0,0,-0.265625,0.15,-0.2015625,-0.047916667,-0.1375,-0.1,-0.071875,-0.08125,0,0,-0.265625,0.15,-0.2015625,-0.047916667,-0.1375,-0.1,-0.0703125,-0.08125,0,0,-0.265625,0.15,-0.2015625,-0.047916667,-0.1375,-0.1,-0.0703125,-0.08125,0,0
1,0,0,-0.265625,0.15,-0.2015625,-0.047916667,-0.1375,-0.1,-0.0703125,-0.08125,0,0,-0.265625,0.15,-0.2015625,-0.047916667,-0.1375,-0.1,-0.0703125,-0.08125,0,0,-0.265625,0.15,-0.2015625,-0.047916667,-0.1375,-0.1,-0.071875,-0.08125,0,0
1,0,0,-0.265625,0.15,-0.2015625,-0.047916667,-0.1375,-0.1,-0.0703125,-0.08125,0,0,-0.265625,0.15,-0.2015625,-0.047916667,-0.1375,-0.1,-0.071875,-0.08125,0,0,-0.265625,0.152083333,-0.2015625,-0.047916667,-0.1375,-0.1,-0.071875,-0.079166667,0,0
1,0,0,-0.265625,0.15,-0.2015625,-0.047916667,-0.1375,-0.1,-0.071875,-0.08125,0,0,-0.265625,0.152083333,-0.2015625,-0.047916667,-0.1375,-0.1,-0.071875,-0.079166667,0,0,-0.265625,0.152083333,-0.2015625,-0.047916667,-0.1375,-0.1,-0.0703125,-0.08125,0,0
1,0,0,-0.265625,0.152083333,-0.2015625,-0.047916667,-0.1375,-0.1,-0.071875,-0.079166667,0,0,-0.265625,0.152083333,-0.2015625,-0.047916667,-0.1375,-0.1,-0.0703125,-0.08125,0,0,-0.2640625,0.152083333,-0.2015625,-0.047916667,-0.1359375,-0.097916667,-0.0703125,-0.079166667,0,0
1,0,0,-0.265625,0.152083333,-0.2015625,-0.047916667,-0.1375,-0.1,-0.0703125,-0.08125,0,0,-0.2640625,0.152083333,-0.2015625,-0.047916667,-0.1359375,-0.097916667,-0.0703125,-0.079166667,0,0,-0.2640625,0.154166667,-0.2015625,-0.045833333,-0.1375,-0.097916667,-0.0703125,-0.079166667,0,0
